Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,RoleID,LevelID,PerfScoreID,Tribe,Squad,DOB,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,RecruitmentSource,EngagementSurvey,EngangementSurveyRound,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
Raden Syamsa Nur Ashari Mahmud,10218,Menikah,Widowed,P,Karyawan Organik,Front End Developer,Senior,Average,LGT,Logee Truck All Product,08/17/86,Cina,5/16/2011,2/4/2015,more money,Voluntarily Terminated,Indeed,4.2,4,5,0,1/10/2014,0,12
Rahadian Ardya K,10219,Menikah,Pernah Menikah/Bercerai,P,Prohire,Back End Developer,Middle,Fully meets,EWD,Sales Cycle   ,9/5/1977,Padang,10/25/2010,5/18/2018,Another position,Voluntarily Terminated,Indeed,4.16,4,5,0,3/5/2016,0,6
Rahardian Agung Wardana,10220,Belum Menikah,Single,P,Prohire,Mobile Developer Android,Middle,Need improvement,LGT,Logee Port,10/3/1979,Bali,4/2/2012,,N/A-StillEmployed,Active,LinkedIn,4.3,4,3,0,1/14/2020,0,14
Rahmat Agus Nuryady,10221,Belum Menikah,Single,P,TKP/ Outsource,Back End Developer,Middle,Fully meets,HLT,PeduliLindungi,09/16/84,Sunda,11/10/2014,,N/A-StillEmployed,Active,Employee Referral,4.6,5,5,7,1/4/2020,0,16
Rahmat Prastyo,10222,Belum Menikah,Single,L,TKP/ Outsource,Back End Developer,Middle,Exceed,FIN,Platform,6/3/1988,Sunda,7/5/2011,11/30/2014,more money,Voluntarily Terminated,Google Search,5,5,3,0,2/20/2013,0,13
Rahmat Saefullah,10223,Belum Menikah,Single,L,TKP/ Outsource,Back End Developer,Middle,Exceed,COM,UMEETME,11/23/81,Sunda,11/5/2007,,N/A-StillEmployed,Active,Google Search,3.66,4,3,0,2/25/2020,0,15
Rani Triani Gustia,10224,Menikah,Widowed,P,TKP/ Outsource,Back End Developer,Middle,Exceed,COM,UMEETME,08/29/88,Sunda,1/9/2012,,N/A-StillEmployed,Active,Website,4.2,4,5,0,2/1/2020,0,9
Rd Muhamad Rahadi Sampurna,10225,Menikah,Married,P,TKP/ Outsource,Front End Developer,Junior,Average,EDU,Squad Control Tower,10/15/84,Padang,5/16/2011,6/4/2020,Another position,Voluntarily Terminated,Google Search,3.17,3,4,0,4/2/2019,0,14
Refal Pradama Dahlan,10226,Belum Menikah,Single,L,TKP/ Outsource,Back End Developer,Middle,Average,EDU,Squad Pijar Sekolah,06/19/61,Bali,1/6/2014,,N/A-StillEmployed,Active,Employee Referral,4.8,5,3,0,1/7/2020,0,14
Rendy Kenan Eliazar,10227,Menikah,Widowed,P,TKP/ Outsource,Back End Developer,Senior,Average,IHX,Squad B,09/22/70,Jawa,9/24/2012,6/18/2015,unhappy,Voluntarily Terminated,Indeed,4.5,5,5,0,4/2/2014,0,16
Renita Dewi,10228,Menikah,Pernah Menikah/Bercerai,L,Prohire,Front End Developer,Middle,Fully meets,IHX,Squad C,6/11/1984,Jawa,2/21/2011,8/15/2017,career change,Voluntarily Terminated,Diversity Job Fair,4.15,4,4,0,4/19/2015,0,4
Resskytha Permata Sari,10229,Belum Menikah,Single,P,Prohire,Front End Developer,Senior,Average,IHX,Squad D,12/5/1980,Padang,10/2/2016,,N/A-StillEmployed,Active,Indeed,4.4,4,4,6,2/6/2020,0,10
Reva Histro Wiki Fonseca,10230,Menikah,Married,L,TKP/ Outsource,Back End Developer,Middle,Fully meets,IHX,Squad A,12/31/84,Padang,9/26/2011,4/7/2020,more money,Voluntarily Terminated,Indeed,3.8,4,5,0,2/4/2019,0,19
Rheznandya Daffi Pradipta,10231,Belum Menikah,Single,L,Prohire,Mobile Developer Android,Middle,Average,EWD,Data & Dashboard Analytics,12/10/1954,Jawa,5/12/2014,,N/A-StillEmployed,Active,CareerBuilder,3.98,4,3,0,1/28/2020,0,4
Rian Sopiyan,10232,Belum Menikah,Single,L,Prohire,System Documentation,Junior,Exceed,EWD,Payment - SSOF,07/22/82,Bali,5/16/2011,1/15/2018,retiring,Voluntarily Terminated,LinkedIn,5,5,4,0,3/30/2016,0,11
Rivano Dwi Hervan,10233,Menikah,Widowed,P,TKP/ Outsource,Front End Developer,Middle,Average,FIN,MPS,12/1/1973,Jawa,11/28/2011,,N/A-StillEmployed,Active,Google Search,4.36,4,5,0,2/11/2020,0,16
Rizal Prasetya Nugraha,10234,Belum Menikah,Single,P,TKP/ Outsource,Front End Developer,Junior,Exceed,COM,UMEETME,5/9/1981,Padang,9/26/2011,10/22/2013,return to school,Voluntarily Terminated,Google Search,4.5,5,4,0,10/22/2012,0,10
Rizka Annisa Kurniasari,10235,Menikah,Widowed,L,TKP/ Outsource,Front End Developer,Junior,Exceed,EDU,Squad Control Tower,3/7/1972,Sunda,7/5/2011,2/8/2014,Another position,Voluntarily Terminated,Indeed,4.2,4,5,0,1/6/2013,0,13
Rizky Febrianto,10236,Menikah,Married,L,TKP/ Outsource,Front End Developer,Junior,Fully meets,EDU,Squad Pijar Corpu,7/1/1974,Jawa,1/10/2011,1/26/2018,attendance,Voluntarily Terminated,Indeed,5,5,3,0,1/10/2016,0,11
Rizky Ramadhan Subagio,10237,Belum Menikah,Single,P,TKP/ Outsource,Front End Developer,Junior,Average,EWD,Explore,7/1/1985,Jawa,1/10/2011,5/17/2018,attendance,Terminated for Cause,Indeed,3.6,4,3,0,4/5/2017,4,16
Rudi Indra Putranto,10238,Belum Menikah,Single,L,TKP/ Outsource,Front End Developer,Middle,Fully meets,EWD,Product & Content Management System,01/28/85,Padang,7/8/2013,,N/A-StillEmployed,Active,Employee Referral,3.6,4,5,0,2/11/2020,0,4
Ryan Brama,10239,Belum Menikah,Single,P,TKP/ Outsource,Back End Developer,Middle,Average,EWD,Progressive Web App,11/10/1981,Cina,2/16/2015,,N/A-StillEmployed,Active,Employee Referral,3.69,4,5,6,2/14/2020,0,15
Salma Adilah Putri,10240,Menikah,Married,P,TKP/ Outsource,Back End Developer,Middle,Average,VGA,Ads Based,05/27/73,Cina,1/5/2015,11/10/2020,Another position,Voluntarily Terminated,LinkedIn,3.88,4,3,7,2/13/2019,0,12
Salma Rizqi Fadhila,10241,Menikah,Married,P,TKP/ Outsource,Front End Developer,Middle,Exceed,VGA,IndiBOX Apps,11/21/72,Cina,1/7/2017,,N/A-StillEmployed,Active,Indeed,4.94,5,3,5,2/6/2020,0,17
Salsabila Nur Fitria,10242,Menikah,Widowed,P,Prohire,Mobile Developer Android,Middle,Fully meets,VGA,UseeTV Go,5/12/1974,Cina,1/6/2014,,N/A-StillEmployed,Active,Website,5,5,4,0,1/31/2020,0,8
Samnursanto,10243,Belum Menikah,Single,L,TKP/ Outsource,Mobile Developer Android,Middle,Average,ENT,MyPertamina,03/18/87,Sunda,4/4/2011,8/13/2020,Another position,Voluntarily Terminated,Google Search,5,5,5,0,7/2/2019,0,4
Sarah Mutia Putri,10244,Menikah,Married,L,Prohire,Back End Developer,Middle,Average,FIN,Bonum,5/4/1973,Padang,1/20/2013,,N/A-StillEmployed,Active,Indeed,3.6,4,5,7,2/18/2020,0,13
Sayed Muzammil,10245,Belum Menikah,Single,L,Prohire,Mobile Developer Android,Middle,Exceed,COM,Vutura,4/1/1964,Cina,1/9/2012,11/4/2017,hours,Voluntarily Terminated,Diversity Job Fair,4.3,4,4,6,1/4/2016,0,8
Setiawan Restu Aji,10246,Menikah,Widowed,P,Prohire,Mobile Developer Android,Middle,Need improvement,HLT,PeduliLindungi,07/24/86,Bali,11/5/2012,,N/A-StillEmployed,Active,Indeed,4.2,4,3,6,2/13/2020,0,2
Shabrina Fitri Ningtyas,10247,Belum Menikah,Single,P,Prohire,Mobile Developer iOS,Middle,Fully meets,VGA,IndiBOX Apps,6/6/1968,Padang,7/4/2016,,N/A-StillEmployed,Active,Diversity Job Fair,2.6,3,4,0,2/18/2020,5,4
Shania Tri Sakanti,10248,Menikah,Widowed,L,TKP/ Outsource,Back End Developer,Junior,Need improvement,EDU,Squad Pijar Corpu,12/21/74,Cina,1/5/2009,7/30/2020,relocation out of area,Voluntarily Terminated,Google Search,4.6,5,5,0,2/5/2019,0,7
Shelly Ciptantiani,10249,Belum Menikah,Single,L,TKP/ Outsource,Back End Developer,Junior,Fully meets,EDU,Squad Pijar Mahir,04/26/86,Padang,8/30/2010,,N/A-StillEmployed,Active,CareerBuilder,4.1,4,3,0,1/10/2020,0,13
Shepthia Dwina Suwandi,10250,Menikah,Widowed,L,Prohire,Front End Developer,Junior,Special treatment,EDU,Squad Service Core,12/17/87,Jawa,1/5/2015,10/31/2017,hours,Voluntarily Terminated,LinkedIn,4.2,4,3,5,4/20/2016,0,2
Slamet Rahayu,10251,Belum Menikah,Single,P,Prohire,Back End Developer,Junior,Average,HLT,PeduliLindungi,10/7/1988,Jawa,9/29/2014,,N/A-StillEmployed,Active,LinkedIn,3.51,4,3,0,2/18/2020,0,2
Sony Kusuma Istri,10252,Belum Menikah,Single,P,Prohire,Front End Developer,Junior,Need improvement,HLT,Vaksinasi,10/3/1975,Jawa,9/30/2013,,N/A-StillEmployed,Active,Google Search,5,5,5,0,2/6/2020,0,14
Sourabh Sharma,10253,Belum Menikah,Single,P,Prohire,Front End Developer,Junior,Average,IHX,Squad C,04/14/81,Cina,9/30/2014,,N/A-StillEmployed,Active,LinkedIn,3.31,3,3,6,1/7/2020,0,7
Sri Reski Anita Muhsini,10254,Menikah,Pernah Menikah/Bercerai,P,TKP/ Outsource,Back End Developer,Junior,Average,COM,ChatAja,08/24/85,Sunda,8/19/2013,,N/A-StillEmployed,Active,LinkedIn,4.81,5,4,0,2/15/2020,0,15
Sulala Rugaya,10255,Menikah,Widowed,L,TKP/ Outsource,DevOps Engineer,Junior,Fully meets,COM,UMEETME,8/2/1970,Sunda,1/5/2015,,N/A-StillEmployed,Active,Employee Referral,3.32,3,3,7,1/14/2020,0,16
Syaukat Rafifidhiya Zubaidi,10256,Belum Menikah,Single,P,TKP/ Outsource,Front End Developer,Junior,Average,FIN,MPS,05/19/88,Sunda,5/1/2015,,N/A-StillEmployed,Active,Website,5,5,3,5,1/15/2020,0,2
Tamie Mauretta,10257,Menikah,Married,P,TKP/ Outsource,Back End Developer,Junior,Exceed,IHX,Squad B,11/25/87,Cina,10/26/2009,4/8/2017,maternity leave - did not return,Voluntarily Terminated,CareerBuilder,4.68,5,4,0,4/2/2016,0,20
Thalita Aprilla Rachma Dara,10258,Menikah,Widowed,L,Prohire,Back End Developer,Junior,Fully meets,IHX,Squad D,10/30/63,Jawa,9/29/2014,,N/A-StillEmployed,Active,Indeed,4.3,4,3,0,1/28/2020,0,4
Tri Lika Jayanti Budi Ranti,10259,Belum Menikah,Single,L,Prohire,System Documentation,Junior,Exceed,VGA,IndiBOX Apps,08/16/84,Cina,5/18/2014,,N/A-StillEmployed,Active,Diversity Job Fair,2.4,2,4,0,1/16/2020,2,16
Try Satria Amanattullah,10260,Menikah,Pernah Menikah/Bercerai,P,Prohire,Front End Developer,Junior,Exceed,ENT,MyPertamina,06/14/87,Padang,9/26/2011,9/25/2015,career change,Voluntarily Terminated,Diversity Job Fair,3.8,4,4,4,8/15/2014,0,17
Trya Lovenia,10261,Belum Menikah,Single,P,Prohire,Back End Developer,Junior,Need improvement,VGA,Ads Based,2/2/1965,Bali,11/11/2013,,N/A-StillEmployed,Active,Employee Referral,3.73,4,3,0,1/24/2020,0,16
Ulfah Nuraeni,10262,Belum Menikah,Single,P,Prohire,Back End Developer,Junior,Average,VGA,UseeTV Go,12/3/1973,Jawa,6/10/2011,,N/A-StillEmployed,Active,LinkedIn,4.3,4,3,5,2/8/2020,0,19
Vanda Ayu Nintyas,10263,Belum Menikah,Single,L,TKP/ Outsource,Back End Developer,Junior,Exceed,VGA,UseeTV Go,9/2/1983,Padang,6/30/2016,,N/A-StillEmployed,Active,LinkedIn,3.27,3,4,5,1/14/2020,0,13
Verina Riska,10264,Menikah,Married,P,TKP/ Outsource,Front End Developer,Senior,Average,COM,ChatAja,07/20/68,Bali,2/20/2012,,N/A-StillEmployed,Active,Indeed,2.4,2,2,1,2/25/2020,6,20
Wahyu Widi Purwoko,10265,Menikah,Pernah Menikah/Bercerai,P,TKP/ Outsource,Back End Developer,Senior,Exceed,IHX,Squad A,09/30/75,Padang,10/2/2012,,N/A-StillEmployed,Active,LinkedIn,4.83,5,5,0,2/14/2020,0,15
Wawan Agus Hendrayadi,10266,Belum Menikah,Single,P,TKP/ Outsource,Back End Developer,Senior,Average,COM,UMEETME,03/26/73,Bali,5/13/2013,6/29/2017,unhappy,Voluntarily Terminated,LinkedIn,4.1,4,4,0,3/2/2016,0,16
Widayat Tri Raharjo,10267,Menikah,Pernah Menikah/Bercerai,P,TKP/ Outsource,Front End Developer,Junior,Fully meets,ENT,NETMONK,08/25/82,Padang,1/10/2011,,N/A-StillEmployed,Active,Google Search,4.1,4,4,0,2/7/2020,0,9
Widdesto Ari Yudistiro,10268,Menikah,Pernah Menikah/Bercerai,L,TKP/ Outsource,Front End Developer,Junior,Average,FIN,Bonum,9/5/1974,Jawa,5/12/2014,,N/A-StillEmployed,Active,Website,1.81,2,2,0,1/17/2020,3,5
Wina Klarissa Salsabila,10269,Belum Menikah,Single,L,TKP/ Outsource,Back End Developer,Senior,Average,COM,ChatAja,1/9/1986,Jawa,9/29/2014,,N/A-StillEmployed,Active,Indeed,3.9,4,5,5,1/18/2020,0,9
Winda Devita,10270,Belum Menikah,Single,L,TKP/ Outsource,Mobile Developer Android,Junior,Average,FIN,Bonum,03/14/85,Bali,2/17/2014,,N/A-StillEmployed,Active,LinkedIn,4.7,5,3,0,1/11/2020,0,4
Yanuar Ramadhani Achmadianto,10271,Belum Menikah,Single,P,TKP/ Outsource,Back End Developer,Senior,Exceed,IHX,Squad A,12/5/1989,Jawa,9/27/2010,,N/A-StillEmployed,Active,Indeed,4.1,4,4,0,1/31/2020,0,18
Yehezkiel Dwisandi Sabana,10272,Menikah,Married,P,Prohire,Mobile Developer Android,Senior,Special treatment,IHX,Squad D,03/28/78,Sunda,1/8/2009,,N/A-StillEmployed,Active,Indeed,3.73,4,4,0,1/24/2020,0,12
Yobel Galih Christian Dwiatma,10273,Menikah,Married,L,TKP/ Outsource,Mobile Developer Android,Senior,Fully meets,EWD,Payment - SSOF,7/10/1982,Padang,1/5/2015,,N/A-StillEmployed,Active,Google Search,4.36,4,5,0,1/24/2020,0,10
Yoga R Nuraziz,10274,Belum Menikah,Single,P,TKP/ Outsource,Back End Developer,Middle,Special treatment,COM,UMEETME,08/15/68,Cina,5/14/2012,,N/A-StillEmployed,Active,Indeed,3.4,3,5,0,1/31/2020,0,13
Yogi Prasetya,10275,Menikah,Pernah Menikah/Bercerai,L,Prohire,Back End Developer,Middle,Average,COM,ChatAja,6/5/1983,Sunda,7/7/2014,,N/A-StillEmployed,Active,LinkedIn,4.5,5,5,5,2/18/2020,0,1
Yohanes Dwiki Kurniawan,10276,Menikah,Pernah Menikah/Bercerai,L,TKP/ Outsource,Back End Developer,Senior,Exceed,Com,DTP Com,10/24/87,Cina,4/20/2017,,N/A-StillEmployed,Active,Indeed,3.4,3,3,6,1/2/2020,0,14
Yoyon Syafei,10277,Menikah,Pernah Menikah/Bercerai,P,TKP/ Outsource,Front End Developer,Junior,Need improvement,COM,Vutura,3/4/1975,Bali,4/27/2009,4/1/2015,Another position,Voluntarily Terminated,Diversity Job Fair,4.5,5,5,0,2/15/2013,0,11
Yuda Eka Putra,10278,Menikah,Widowed,P,TKP/ Outsource,System Documentation,Junior,Special treatment,EWD,Evaluate,05/24/53,Cina,5/16/2011,7/8/2019,Another position,Voluntarily Terminated,Google Search,3.93,4,3,0,4/18/2018,0,3
Yudhistira Rizky Ananda,10279,Menikah,Widowed,P,TKP/ Outsource,System Documentation,Middle,Exceed,EWD,Pay,7/5/1965,Padang,9/29/2014,,N/A-StillEmployed,Active,Indeed,3.69,4,3,0,1/28/2020,0,18
Yudi Suyudiana,10280,Menikah,Pernah Menikah/Bercerai,P,TKP/ Outsource,Back End Developer,Middle,Average,EDU,Squad Pijar Sekolah,9/5/1965,Padang,7/5/2011,9/5/2018,return to school,Voluntarily Terminated,Indeed,3.98,4,4,0,3/2/2017,0,1
Yudi Widiawan,10281,Belum Menikah,Single,L,TKP/ Outsource,Back End Developer,Junior,Exceed,EDU,Squad Service Core,09/16/75,Sunda,6/25/2007,8/30/2012,military,Voluntarily Terminated,Other,4.1,4,4,0,7/14/2011,0,15
Yuni Nuraeni,10282,Menikah,Widowed,P,TKP/ Outsource,Back End Developer,Junior,Fully meets,EDU,Squad Control Tower,5/6/1967,Padang,2/18/2013,,N/A-StillEmployed,Active,Indeed,4.21,4,5,0,1/14/2020,0,4
Yusril Firza,10283,Belum Menikah,Single,L,TKP/ Outsource,Back End Developer,Middle,Fully meets,EDU,Squad Pijar Corpu,01/15/68,Padang,1/9/2006,,N/A-StillEmployed,Active,Indeed,4.1,4,3,0,1/4/2020,0,6
Yusril Iqbal,10284,Menikah,Widowed,P,TKP/ Outsource,Back End Developer,Junior,Average,LGT,Logee Port,05/16/83,Bali,2/17/2014,,N/A-StillEmployed,Active,LinkedIn,2.44,2,5,0,2/11/2020,4,18
Zahrah,10285,Belum Menikah,Single,L,TKP/ Outsource,Front End Developer,Junior,Exceed,EDU,Squad Pijar Mahir,5/5/1988,Cina,1/5/2015,2/12/2018,medical issues,Voluntarily Terminated,CareerBuilder,5,5,3,5,4/15/2016,0,11
Zharfan Nugraha Permadi,10286,Menikah,Married,L,TKP/ Outsource,Back End Developer,Junior,Exceed,EDU,Squad Pijar Mahir,06/14/83,Bali,2/18/2013,4/15/2020,medical issues,Voluntarily Terminated,Diversity Job Fair,4.6,5,3,4,2/12/2018,0,9
Zia Ulhafidz Aldiansyah,10287,Belum Menikah,Single,P,TKP/ Outsource,Front End Developer,Senior,Special treatment,FIN,Platform,03/15/85,Sunda,1/10/2011,7/2/2016,unhappy,Voluntarily Terminated,LinkedIn,4.4,4,3,0,1/5/2015,0,5
